14:14:36 [ INFO] Opening target process: csgo.exe
14:14:36 [ INFO] Starting signature scanning: 58 items
14:14:36 [ INFO] Found signature: dwClientState => 0x59F19C
14:14:36 [ INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
14:14:36 [ INFO] Found signature: dwClientState_IsHLTV => 0x4D48
14:14:36 [ INFO] Found signature: dwClientState_Map => 0x28C
14:14:36 [ INFO] Found signature: dwClientState_MapDirectory => 0x188
14:14:36 [ INFO] Found signature: dwClientState_MaxPlayer => 0x388
14:14:36 [ INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
14:14:36 [ INFO] Found signature: dwClientState_State => 0x108
14:14:36 [ INFO] Found signature: dwClientState_ViewAngles => 0x4D90
14:14:36 [ INFO] Found signature: clientstate_delta_ticks => 0x174
14:14:36 [ INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
14:14:36 [ INFO] Found signature: clientstate_choked_commands => 0x4D30
14:14:36 [ INFO] Found signature: clientstate_net_channel => 0x9C
14:14:36 [ INFO] Found signature: dwEntityList => 0x4DFFEF4
14:14:36 [ INFO] Found signature: dwForceAttack => 0x322DCFC
14:14:36 [ INFO] Found signature: dwForceAttack2 => 0x322DD08
14:14:36 [ INFO] Found signature: dwForceBackward => 0x322DD38
14:14:36 [ INFO] Found signature: dwForceForward => 0x322DD2C
14:14:36 [ INFO] Found signature: dwForceJump => 0x52BBC7C
14:14:36 [ INFO] Found signature: dwForceLeft => 0x322DD44
14:14:36 [ INFO] Found signature: dwForceRight => 0x322DD50
14:14:36 [ INFO] Found signature: dwGameDir => 0x63AD80
14:14:36 [ INFO] Found signature: dwGameRulesProxy => 0x532F4AC
14:14:36 [ INFO] Found signature: dwGetAllClasses => 0xE0BFDC
14:14:36 [ INFO] Found signature: dwGlobalVars => 0x59EE60
14:14:36 [ INFO] Found signature: dwGlowObjectManager => 0x535A9C8
14:14:36 [ INFO] Found signature: dwInput => 0x525D4C8
14:14:36 [ INFO] Found signature: dwInterfaceLinkList => 0x99BC84
14:14:36 [ INFO] Found signature: dwLocalPlayer => 0xDEA964
14:14:36 [ INFO] Found signature: dwMouseEnable => 0x5239128
14:14:36 [ INFO] Found signature: dwMouseEnablePtr => 0x52390F8
14:14:36 [ INFO] Found signature: dwPlayerResource => 0x322C0A0
14:14:36 [ INFO] Found signature: dwRadarBase => 0x52369CC
14:14:36 [ INFO] Found signature: dwSensitivity => 0xDEEB80
14:14:36 [ INFO] Found signature: dwSensitivityPtr => 0xDEEB80
14:14:36 [ INFO] Found signature: dwSetClanTag => 0x8DA80
14:14:36 [ INFO] Found signature: dwViewMatrix => 0x4DF0D24
14:14:36 [ INFO] Found signature: dwWeaponTable => 0x525E5A4
14:14:36 [ INFO] Found signature: dwWeaponTableIndex => 0x326C
14:14:36 [ INFO] Found signature: dwYawPtr => 0xDEE910
14:14:36 [ INFO] Found signature: dwZoomSensitivityRatioPtr => 0xDF4380
14:14:36 [ INFO] Found signature: dwbSendPackets => 0xDD2B2
14:14:36 [ INFO] Found signature: dwppDirect3DDevice9 => 0xA62C0
14:14:36 [ INFO] Found signature: m_pStudioHdr => 0x2950
14:14:36 [ INFO] Found signature: m_yawClassPtr => 0xDEE910
14:14:36 [ INFO] Found signature: m_pitchClassPtr => 0x5239020
14:14:36 [ INFO] Found signature: interface_engine_cvar => 0x3FA9C
14:14:36 [ INFO] Found signature: convar_name_hash_table => 0x301A0
14:14:36 [ INFO] Found signature: m_bDormant => 0xED
14:14:36 [ INFO] Found signature: model_ambient_min => 0x5A1194
14:14:36 [ INFO] Found signature: set_abs_angles => 0x1E72D0
14:14:36 [ INFO] Found signature: set_abs_origin => 0x1E7110
14:14:36 [ INFO] Found signature: is_c4_owner => 0x3E69E0
14:14:36 [ INFO] Found signature: force_update_spectator_glow => 0x3D91CA
14:14:36 [ INFO] Found signature: anim_overlays => 0x2990
14:14:36 [ INFO] Found signature: m_flSpawnTime => 0x103C0
14:14:36 [ INFO] Found signature: find_hud_element => 0x2B7CFBD0
14:14:36 [ INFO] Found signature: m_bIsLocalPlayer => 0x3628
14:14:36 [ INFO] Finished signature scanning: 58/58 items successful
14:14:36 [ INFO] Starting netvar scanning: 94 items
14:14:36 [ INFO] Found netvar: m_ArmorValue => 0x117CC
14:14:36 [ INFO] Found netvar: m_Collision => 0x320
14:14:36 [ INFO] Found netvar: m_CollisionGroup => 0x474
14:14:36 [ INFO] Found netvar: m_Local => 0x2FCC
14:14:36 [ INFO] Found netvar: m_MoveType => 0x25B
14:14:36 [ INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31D4
14:14:36 [ INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31D0
14:14:36 [ INFO] Found netvar: m_aimPunchAngle => 0x303C
14:14:36 [ INFO] Found netvar: m_aimPunchAngleVel => 0x3048
14:14:36 [ INFO] Found netvar: m_bGunGameImmunity => 0x9990
14:14:36 [ INFO] Found netvar: m_bHasDefuser => 0x117DC
14:14:36 [ INFO] Found netvar: m_bHasHelmet => 0x117C0
14:14:36 [ INFO] Found netvar: m_bInReload => 0x3248
